Title,Title20,Country/Region,SCIE,SSCI
JOURNAL OF MATHEMATICAL PHYSICS ANALYSIS GEOMETRY,J MATH PHYS ANAL GEO,UKRAINE,Yes,
JOURNAL OF MATHEMATICAL PSYCHOLOGY,J MATH PSYCHOL,UNITED STATES,Yes,Yes
JOURNAL OF MATHEMATICAL SOCIOLOGY,J MATH SOCIOL,ENGLAND,Yes,Yes
JOURNAL OF MATHEMATICS,J MATH-UK,ENGLAND,Yes,
JOURNAL OF MATHEMATICS AND MUSIC,J MATH MUSIC,ENGLAND,Yes,
JOURNAL OF MATHEMATICS TEACHER EDUCATION,J MATH TEACH EDUC,UNITED STATES,,Yes
JOURNAL OF MECHANICAL DESIGN,J MECH DESIGN,UNITED STATES,Yes,
JOURNAL OF MECHANICAL SCIENCE AND TECHNOLOGY,J MECH SCI TECHNOL,SOUTH KOREA,Yes,
JOURNAL OF MECHANICS,J MECH,TAIWAN,Yes,
JOURNAL OF MECHANICS IN MEDICINE AND BIOLOGY,J MECH MED BIOL,SINGAPORE,Yes,
JOURNAL OF MECHANICS OF MATERIALS AND STRUCTURES,J MECH MATER STRUCT,UNITED STATES,Yes,
JOURNAL OF MECHANISMS AND ROBOTICS-TRANSACTIONS OF THE ASME,J MECH ROBOT,UNITED STATES,Yes,
JOURNAL OF MEDIA ETHICS,J MEDIA ETHICS,UNITED STATES,,Yes
JOURNAL OF MEDIA PSYCHOLOGY-THEORIES METHODS AND APPLICATIONS,J MEDIA PSYCHOL-GER,GERMANY,,Yes
JOURNAL OF MEDICAL AND BIOLOGICAL ENGINEERING,J MED BIOL ENG,TAIWAN,Yes,
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,J MED DEVICES,UNITED STATES,Yes,
JOURNAL OF MEDICAL ECONOMICS,J MED ECON,UNITED STATES,Yes,
JOURNAL OF MEDICAL ENTOMOLOGY,J MED ENTOMOL,UNITED STATES,Yes,
JOURNAL OF MEDICAL ETHICS,J MED ETHICS,ENGLAND,Yes,Yes
JOURNAL OF MEDICAL GENETICS,J MED GENET,ENGLAND,Yes,
JOURNAL OF MEDICAL IMAGING AND HEALTH INFORMATICS,J MED IMAG HEALTH IN,UNITED STATES,Yes,
JOURNAL OF MEDICAL IMAGING AND RADIATION ONCOLOGY,J MED IMAG RADIAT ON,AUSTRALIA,Yes,
JOURNAL OF MEDICAL INTERNET RESEARCH,J MED INTERNET RES,CANADA,Yes,
JOURNAL OF MEDICAL MICROBIOLOGY,J MED MICROBIOL,ENGLAND,Yes,
JOURNAL OF MEDICAL PRIMATOLOGY,J MED PRIMATOL,SWITZERLAND,Yes,
JOURNAL OF MEDICAL SCREENING,J MED SCREEN,ENGLAND,Yes,
JOURNAL OF MEDICAL SYSTEMS,J MED SYST,UNITED STATES,Yes,
JOURNAL OF MEDICAL ULTRASONICS,J MED ULTRASON,JAPAN,Yes,
JOURNAL OF MEDICAL VIROLOGY,J MED VIROL,UNITED STATES,Yes,
JOURNAL OF MEDICINAL CHEMISTRY,J MED CHEM,UNITED STATES,Yes,
JOURNAL OF MEDICINAL FOOD,J MED FOOD,UNITED STATES,Yes,
JOURNAL OF MEDICINE AND PHILOSOPHY,J MED PHILOS,UNITED STATES,,Yes
JOURNAL OF MEMBRANE BIOLOGY,J MEMBRANE BIOL,UNITED STATES,Yes,
JOURNAL OF MEMBRANE SCIENCE,J MEMBRANE SCI,NETHERLANDS,Yes,
JOURNAL OF MEMORY AND LANGUAGE,J MEM LANG,UNITED STATES,Yes,Yes
JOURNAL OF MENS HEALTH,J MENS HEALTH,CANADA,Yes,Yes
JOURNAL OF MENTAL HEALTH,J MENT HEALTH,ENGLAND,,Yes
JOURNAL OF MENTAL HEALTH POLICY AND ECONOMICS,J MENT HEALTH POLICY,ITALY,,Yes
JOURNAL OF MENTAL HEALTH RESEARCH IN INTELLECTUAL DISABILITIES,J MENT HEALTH RES IN,ENGLAND,,Yes
JOURNAL OF METAMORPHIC GEOLOGY,J METAMORPH GEOL,ENGLAND,Yes,
JOURNAL OF METEOROLOGICAL RESEARCH,J METEOROL RES-PRC,PEOPLES R CHINA,Yes,
JOURNAL OF MICROBIOLOGICAL METHODS,J MICROBIOL METH,NETHERLANDS,Yes,
JOURNAL OF MICROBIOLOGY,J MICROBIOL,SOUTH KOREA,Yes,
JOURNAL OF MICROBIOLOGY AND BIOTECHNOLOGY,J MICROBIOL BIOTECHN,SOUTH KOREA,Yes,
JOURNAL OF MICROBIOLOGY IMMUNOLOGY AND INFECTION,J MICROBIOL IMMUNOL,TAIWAN,Yes,
JOURNAL OF MICROELECTROMECHANICAL SYSTEMS,J MICROELECTROMECH S,UNITED STATES,Yes,
JOURNAL OF MICROENCAPSULATION,J MICROENCAPSUL,ENGLAND,Yes,
JOURNAL OF MICROMECHANICS AND MICROENGINEERING,J MICROMECH MICROENG,ENGLAND,Yes,
JOURNAL OF MICRO-NANOLITHOGRAPHY MEMS AND MOEMS,J MICRO-NANOLITH MEM,UNITED STATES,Yes,
JOURNAL OF MICROPALAEONTOLOGY,J MICROPALAEONTOL,GERMANY,Yes,
JOURNAL OF MICROSCOPY,J MICROSC-OXFORD,ENGLAND,Yes,
JOURNAL OF MICROWAVE POWER AND ELECTROMAGNETIC ENERGY,J MICROWAVE POWER EE,UNITED STATES,Yes,
JOURNAL OF MIDDLE EAST WOMENS STUDIES,J MIDDLE E WOMENS ST,UNITED STATES,,Yes
JOURNAL OF MIDWIFERY & WOMENS HEALTH,J MIDWIFERY WOM HEAL,UNITED STATES,Yes,Yes
JOURNAL OF MINERALOGICAL AND PETROLOGICAL SCIENCES,J MINER PETROL SCI,JAPAN,Yes,
JOURNAL OF MINIMAL ACCESS SURGERY,J MINIM ACCESS SURG,INDIA,Yes,
JOURNAL OF MINIMALLY INVASIVE GYNECOLOGY,J MINIM INVAS GYN,UNITED STATES,Yes,
JOURNAL OF MINING AND METALLURGY SECTION B-METALLURGY,J MIN METALL B,SERBIA,Yes,
JOURNAL OF MINING SCIENCE,J MIN SCI+,RUSSIA,Yes,
JOURNAL OF MIXED METHODS RESEARCH,J MIX METHOD RES,UNITED STATES,,Yes
JOURNAL OF MODERN AFRICAN STUDIES,J MOD AFR STUD,ENGLAND,,Yes
JOURNAL OF MODERN DYNAMICS,J MOD DYNAM,UNITED STATES,Yes,
JOURNAL OF MODERN EUROPEAN HISTORY,J MOD EUR HIST,ENGLAND,,Yes
JOURNAL OF MODERN HISTORY,J MOD HIST,UNITED STATES,,Yes
JOURNAL OF MODERN ITALIAN STUDIES,J MOD ITAL STUD,ENGLAND,,Yes
JOURNAL OF MODERN OPTICS,J MOD OPTIC,ENGLAND,Yes,
JOURNAL OF MODERN POWER SYSTEMS AND CLEAN ENERGY,J MOD POWER SYST CLE,PEOPLES R CHINA,Yes,
JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY,J MOL CELL CARDIOL,ENGLAND,Yes,
JOURNAL OF MOLECULAR BIOLOGY,J MOL BIOL,UNITED STATES,Yes,
JOURNAL OF MOLECULAR CELL BIOLOGY,J MOL CELL BIOL,PEOPLES R CHINA,Yes,
JOURNAL OF MOLECULAR DIAGNOSTICS,J MOL DIAGN,UNITED STATES,Yes,
JOURNAL OF MOLECULAR ENDOCRINOLOGY,J MOL ENDOCRINOL,ENGLAND,Yes,
JOURNAL OF MOLECULAR EVOLUTION,J MOL EVOL,GERMANY,Yes,
JOURNAL OF MOLECULAR GRAPHICS & MODELLING,J MOL GRAPH MODEL,UNITED STATES,Yes,
JOURNAL OF MOLECULAR HISTOLOGY,J MOL HISTOL,NETHERLANDS,Yes,
JOURNAL OF MOLECULAR LIQUIDS,J MOL LIQ,NETHERLANDS,Yes,
JOURNAL OF MOLECULAR MEDICINE-JMM,J MOL MED,GERMANY,Yes,
JOURNAL OF MOLECULAR MICROBIOLOGY AND BIOTECHNOLOGY,J MOL MICROB BIOTECH,ENGLAND,Yes,
JOURNAL OF MOLECULAR MODELING,J MOL MODEL,GERMANY,Yes,
JOURNAL OF MOLECULAR NEUROSCIENCE,J MOL NEUROSCI,UNITED STATES,Yes,
JOURNAL OF MOLECULAR RECOGNITION,J MOL RECOGNIT,ENGLAND,Yes,
JOURNAL OF MOLECULAR SPECTROSCOPY,J MOL SPECTROSC,UNITED STATES,Yes,
JOURNAL OF MOLECULAR STRUCTURE,J MOL STRUCT,NETHERLANDS,Yes,
JOURNAL OF MOLLUSCAN STUDIES,J MOLLUS STUD,ENGLAND,Yes,
JOURNAL OF MONETARY ECONOMICS,J MONETARY ECON,NETHERLANDS,,Yes
JOURNAL OF MONEY CREDIT AND BANKING,J MONEY CREDIT BANK,UNITED STATES,,Yes
JOURNAL OF MORAL EDUCATION,J MORAL EDUC,ENGLAND,,Yes
JOURNAL OF MORAL PHILOSOPHY,J MORAL PHILOS,NETHERLANDS,,Yes
JOURNAL OF MORPHOLOGY,J MORPHOL,UNITED STATES,Yes,
JOURNAL OF MOTOR BEHAVIOR,J MOTOR BEHAV,UNITED STATES,Yes,Yes
JOURNAL OF MOUNTAIN SCIENCE,J MT SCI-ENGL,PEOPLES R CHINA,Yes,
JOURNAL OF MULTICULTURAL COUNSELING AND DEVELOPMENT,J MULTICULT COUNS D,UNITED STATES,,Yes
JOURNAL OF MULTIDISCIPLINARY HEALTHCARE,J MULTIDISCIP HEALTH,ENGLAND,Yes,
JOURNAL OF MULTILINGUAL AND MULTICULTURAL DEVELOPMENT,J MULTILING MULTICUL,ENGLAND,,Yes
JOURNAL OF MULTINATIONAL FINANCIAL MANAGEMENT,J MULTINATL FINANC M,NETHERLANDS,,Yes
JOURNAL OF MULTIPLE-VALUED LOGIC AND SOFT COMPUTING,J MULT-VALUED LOG S,UNITED STATES,Yes,
JOURNAL OF MULTIVARIATE ANALYSIS,J MULTIVARIATE ANAL,UNITED STATES,Yes,
JOURNAL OF MUSCLE RESEARCH AND CELL MOTILITY,J MUSCLE RES CELL M,NETHERLANDS,Yes,
JOURNAL OF MUSCULOSKELETAL & NEURONAL INTERACTIONS,J MUSCULOSKEL NEURON,GREECE,Yes,
JOURNAL OF MUSIC THERAPY,J MUSIC THER,UNITED STATES,,Yes
JOURNAL OF NANO RESEARCH,J NANO RES-SW,SWITZERLAND,Yes,
JOURNAL OF NANOBIOTECHNOLOGY,J NANOBIOTECHNOL,ENGLAND,Yes,
JOURNAL OF NANOELECTRONICS AND OPTOELECTRONICS,J NANOELECTRON OPTOE,UNITED STATES,Yes,
JOURNAL OF NANOMATERIALS,J NANOMATER,UNITED STATES,Yes,
JOURNAL OF NANOPARTICLE RESEARCH,J NANOPART RES,NETHERLANDS,Yes,
JOURNAL OF NANOPHOTONICS,J NANOPHOTONICS,UNITED STATES,Yes,
JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY,J NANOSCI NANOTECHNO,UNITED STATES,Yes,
JOURNAL OF NANOSTRUCTURE IN CHEMISTRY,J NANOSTRUCTURE CHEM,IRAN,Yes,
JOURNAL OF NATURAL FIBERS,J NAT FIBERS,UNITED STATES,Yes,
JOURNAL OF NATURAL GAS SCIENCE AND ENGINEERING,J NAT GAS SCI ENG,ENGLAND,Yes,
JOURNAL OF NATURAL HISTORY,J NAT HIST,ENGLAND,Yes,
JOURNAL OF NATURAL MEDICINES,J NAT MED-TOKYO,JAPAN,Yes,
JOURNAL OF NATURAL PRODUCTS,J NAT PROD,UNITED STATES,Yes,
JOURNAL OF NAVIGATION,J NAVIGATION,ENGLAND,Yes,
JOURNAL OF NEAR INFRARED SPECTROSCOPY,J NEAR INFRARED SPEC,ENGLAND,Yes,
JOURNAL OF NEMATOLOGY,J NEMATOL,UNITED STATES,Yes,
JOURNAL OF NEPAL MEDICAL ASSOCIATION,J NEPAL MED ASSOC,NEPAL,Yes,
JOURNAL OF NEPHROLOGY,J NEPHROL,GERMANY,Yes,
JOURNAL OF NERVOUS AND MENTAL DISEASE,J NERV MENT DIS,UNITED STATES,Yes,Yes
JOURNAL OF NETWORK AND COMPUTER APPLICATIONS,J NETW COMPUT APPL,ENGLAND,Yes,
JOURNAL OF NETWORK AND SYSTEMS MANAGEMENT,J NETW SYST MANAG,UNITED STATES,Yes,
JOURNAL OF NEURAL ENGINEERING,J NEURAL ENG,ENGLAND,Yes,
JOURNAL OF NEURAL TRANSMISSION,J NEURAL TRANSM,AUSTRIA,Yes,
JOURNAL OF NEUROCHEMISTRY,J NEUROCHEM,ENGLAND,Yes,
JOURNAL OF NEURODEVELOPMENTAL DISORDERS,J NEURODEV DISORD,UNITED STATES,Yes,
JOURNAL OF NEUROENDOCRINOLOGY,J NEUROENDOCRINOL,ENGLAND,Yes,
JOURNAL OF NEUROENGINEERING AND REHABILITATION,J NEUROENG REHABIL,ENGLAND,Yes,
JOURNAL OF NEUROGASTROENTEROLOGY AND MOTILITY,J NEUROGASTROENTEROL,SOUTH KOREA,Yes,
JOURNAL OF NEUROGENETICS,J NEUROGENET,ENGLAND,Yes,
JOURNAL OF NEUROIMAGING,J NEUROIMAGING,UNITED STATES,Yes,
JOURNAL OF NEUROIMMUNE PHARMACOLOGY,J NEUROIMMUNE PHARM,UNITED STATES,Yes,
JOURNAL OF NEUROIMMUNOLOGY,J NEUROIMMUNOL,NETHERLANDS,Yes,
JOURNAL OF NEUROINFLAMMATION,J NEUROINFLAMM,ENGLAND,Yes,
JOURNAL OF NEUROINTERVENTIONAL SURGERY,J NEUROINTERV SURG,ENGLAND,Yes,
JOURNAL OF NEUROLINGUISTICS,J NEUROLINGUIST,UNITED STATES,Yes,Yes
JOURNAL OF NEUROLOGIC PHYSICAL THERAPY,J NEUROL PHYS THER,UNITED STATES,Yes,
JOURNAL OF NEUROLOGICAL SCIENCES-TURKISH,J NEUROL SCI-TURK,TURKEY,Yes,
JOURNAL OF NEUROLOGICAL SURGERY PART A-CENTRAL EUROPEAN NEUROSURGERY,J NEUROL SURG PART A,UNITED STATES,Yes,
JOURNAL OF NEUROLOGICAL SURGERY PART B-SKULL BASE,J NEUROL SURG PART B,UNITED STATES,Yes,
JOURNAL OF NEUROLOGY,J NEUROL,GERMANY,Yes,
JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY,J NEUROL NEUROSUR PS,ENGLAND,Yes,
JOURNAL OF NEURO-ONCOLOGY,J NEURO-ONCOL,UNITED STATES,Yes,
JOURNAL OF NEURO-OPHTHALMOLOGY,J NEURO-OPHTHALMOL,UNITED STATES,Yes,
JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY,J NEUROPATH EXP NEUR,UNITED STATES,Yes,
JOURNAL OF NEUROPHYSIOLOGY,J NEUROPHYSIOL,UNITED STATES,Yes,
JOURNAL OF NEUROPSYCHIATRY AND CLINICAL NEUROSCIENCES,J NEUROPSYCH CLIN N,UNITED STATES,Yes,
JOURNAL OF NEUROPSYCHOLOGY,J NEUROPSYCHOL,ENGLAND,Yes,Yes
JOURNAL OF NEURORADIOLOGY,J NEURORADIOLOGY,FRANCE,Yes,
JOURNAL OF NEUROSCIENCE,J NEUROSCI,UNITED STATES,Yes,
JOURNAL OF NEUROSCIENCE METHODS,J NEUROSCI METH,NETHERLANDS,Yes,
JOURNAL OF NEUROSCIENCE NURSING,J NEUROSCI NURS,UNITED STATES,Yes,Yes
JOURNAL OF NEUROSCIENCE PSYCHOLOGY AND ECONOMICS,J NEUROSCI PSYCHOL E,UNITED STATES,,Yes
JOURNAL OF NEUROSCIENCE RESEARCH,J NEUROSCI RES,UNITED STATES,Yes,
JOURNAL OF NEUROSURGERY,J NEUROSURG,UNITED STATES,Yes,
JOURNAL OF NEUROSURGERY-PEDIATRICS,J NEUROSURG-PEDIATR,UNITED STATES,Yes,
JOURNAL OF NEUROSURGERY-SPINE,J NEUROSURG-SPINE,UNITED STATES,Yes,
JOURNAL OF NEUROSURGICAL ANESTHESIOLOGY,J NEUROSURG ANESTH,UNITED STATES,Yes,
JOURNAL OF NEUROSURGICAL SCIENCES,J NEUROSURG SCI,ITALY,Yes,
JOURNAL OF NEUROTRAUMA,J NEUROTRAUM,UNITED STATES,Yes,
JOURNAL OF NEUROVIROLOGY,J NEUROVIROL,UNITED STATES,Yes,
JOURNAL OF NEW MATERIALS FOR ELECTROCHEMICAL SYSTEMS,J NEW MAT ELECTR SYS,CANADA,Yes,
JOURNAL OF NEW MUSIC RESEARCH,J NEW MUSIC RES,ENGLAND,Yes,
JOURNAL OF NIPPON MEDICAL SCHOOL,J NIPPON MED SCH,JAPAN,Yes,
JOURNAL OF NONCOMMUTATIVE GEOMETRY,J NONCOMMUT GEOM,SWITZERLAND,Yes,
JOURNAL OF NON-CRYSTALLINE SOLIDS,J NON-CRYST SOLIDS,NETHERLANDS,Yes,
JOURNAL OF NONDESTRUCTIVE EVALUATION,J NONDESTRUCT EVAL,UNITED STATES,Yes,
JOURNAL OF NON-EQUILIBRIUM THERMODYNAMICS,J NON-EQUIL THERMODY,UNITED STATES,Yes,
JOURNAL OF NONLINEAR AND CONVEX ANALYSIS,J NONLINEAR CONVEX A,JAPAN,Yes,
JOURNAL OF NONLINEAR MATHEMATICAL PHYSICS,J NONLINEAR MATH PHY,SINGAPORE,Yes,
JOURNAL OF NONLINEAR OPTICAL PHYSICS & MATERIALS,J NONLINEAR OPT PHYS,SINGAPORE,Yes,
JOURNAL OF NONLINEAR SCIENCE,J NONLINEAR SCI,UNITED STATES,Yes,
JOURNAL OF NON-NEWTONIAN FLUID MECHANICS,J NON-NEWTON FLUID,NETHERLANDS,Yes,
JOURNAL OF NONPARAMETRIC STATISTICS,J NONPARAMETR STAT,ENGLAND,Yes,
JOURNAL OF NONVERBAL BEHAVIOR,J NONVERBAL BEHAV,UNITED STATES,,Yes
JOURNAL OF NUCLEAR CARDIOLOGY,J NUCL CARDIOL,UNITED STATES,Yes,
JOURNAL OF NUCLEAR MATERIALS,J NUCL MATER,NETHERLANDS,Yes,
JOURNAL OF NUCLEAR MEDICINE,J NUCL MED,UNITED STATES,Yes,
JOURNAL OF NUCLEAR SCIENCE AND TECHNOLOGY,J NUCL SCI TECHNOL,JAPAN,Yes,
JOURNAL OF NUMBER THEORY,J NUMBER THEORY,UNITED STATES,Yes,
JOURNAL OF NUMERICAL MATHEMATICS,J NUMER MATH,GERMANY,Yes,
JOURNAL OF NURSING ADMINISTRATION,J NURS ADMIN,UNITED STATES,Yes,Yes
JOURNAL OF NURSING CARE QUALITY,J NURS CARE QUAL,UNITED STATES,Yes,Yes
JOURNAL OF NURSING EDUCATION,J NURS EDUC,UNITED STATES,Yes,Yes
JOURNAL OF NURSING MANAGEMENT,J NURS MANAGE,ENGLAND,Yes,Yes
JOURNAL OF NURSING RESEARCH,J NURS RES,TAIWAN,Yes,Yes
JOURNAL OF NURSING SCHOLARSHIP,J NURS SCHOLARSHIP,UNITED STATES,Yes,Yes
JOURNAL OF NUTRIGENETICS AND NUTRIGENOMICS,J NUTRIGENET NUTRIGE,SWITZERLAND,Yes,
JOURNAL OF NUTRITION,J NUTR,UNITED STATES,Yes,
JOURNAL OF NUTRITION EDUCATION AND BEHAVIOR,J NUTR EDUC BEHAV,UNITED STATES,Yes,
JOURNAL OF NUTRITION HEALTH & AGING,J NUTR HEALTH AGING,FRANCE,Yes,
JOURNAL OF NUTRITIONAL BIOCHEMISTRY,J NUTR BIOCHEM,UNITED STATES,Yes,
JOURNAL OF NUTRITIONAL SCIENCE AND VITAMINOLOGY,J NUTR SCI VITAMINOL,JAPAN,Yes,
JOURNAL OF OBSESSIVE-COMPULSIVE AND RELATED DISORDERS,J OBSESS-COMPULS REL,NETHERLANDS,Yes,Yes
JOURNAL OF OBSTETRICS AND GYNAECOLOGY,J OBSTET GYNAECOL,ENGLAND,Yes,
JOURNAL OF OBSTETRICS AND GYNAECOLOGY RESEARCH,J OBSTET GYNAECOL RE,JAPAN,Yes,
JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL HYGIENE,J OCCUP ENVIRON HYG,UNITED STATES,Yes,
JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL MEDICINE,J OCCUP ENVIRON MED,UNITED STATES,Yes,
JOURNAL OF OCCUPATIONAL AND ORGANIZATIONAL PSYCHOLOGY,J OCCUP ORGAN PSYCH,ENGLAND,,Yes
JOURNAL OF OCCUPATIONAL HEALTH,J OCCUP HEALTH,JAPAN,Yes,
JOURNAL OF OCCUPATIONAL HEALTH PSYCHOLOGY,J OCCUP HEALTH PSYCH,UNITED STATES,,Yes
JOURNAL OF OCCUPATIONAL MEDICINE AND TOXICOLOGY,J OCCUP MED TOXICOL,ENGLAND,Yes,
JOURNAL OF OCCUPATIONAL REHABILITATION,J OCCUP REHABIL,UNITED STATES,,Yes
JOURNAL OF OCEAN UNIVERSITY OF CHINA,J OCEAN U CHINA,PEOPLES R CHINA,Yes,
JOURNAL OF OCEANOGRAPHY,J OCEANOGR,JAPAN,Yes,
JOURNAL OF OCEANOLOGY AND LIMNOLOGY,J OCEANOL LIMNOL,PEOPLES R CHINA,Yes,
JOURNAL OF OCULAR PHARMACOLOGY AND THERAPEUTICS,J OCUL PHARMACOL TH,UNITED STATES,Yes,
JOURNAL OF OFFICIAL STATISTICS,J OFF STAT,SWEDEN,Yes,Yes
JOURNAL OF OFFSHORE MECHANICS AND ARCTIC ENGINEERING-TRANSACTIONS OF THE ASME,J OFFSHORE MECH ARCT,UNITED STATES,Yes,
JOURNAL OF OIL PALM RESEARCH,J OIL PALM RES,MALAYSIA,Yes,
JOURNAL OF OLEO SCIENCE,J OLEO SCI,JAPAN,Yes,
JOURNAL OF ONCOLOGY,J ONCOL,UNITED STATES,Yes,
JOURNAL OF ONCOLOGY PHARMACY PRACTICE,J ONCOL PHARM PRACT,ENGLAND,Yes,
JOURNAL OF ONCOLOGY PRACTICE,J ONCOL PRACT,UNITED STATES,Yes,
JOURNAL OF OPERATIONAL OCEANOGRAPHY,J OPER OCEANOGR,ENGLAND,Yes,
JOURNAL OF OPERATIONAL RISK,J OPER RISK,ENGLAND,,Yes
JOURNAL OF OPERATIONS MANAGEMENT,J OPER MANAG,UNITED STATES,Yes,Yes
JOURNAL OF OPERATOR THEORY,J OPERAT THEOR,ROMANIA,Yes,
JOURNAL OF OPHTHALMOLOGY,J OPHTHALMOL,UNITED STATES,Yes,
JOURNAL OF OPTICAL COMMUNICATIONS AND NETWORKING,J OPT COMMUN NETW,UNITED STATES,Yes,
JOURNAL OF OPTICAL TECHNOLOGY,J OPT TECHNOL+,RUSSIA,Yes,
JOURNAL OF OPTICS,J OPTICS-UK,ENGLAND,Yes,
JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS,J OPTIMIZ THEORY APP,UNITED STATES,Yes,
JOURNAL OF OPTOELECTRONICS AND ADVANCED MATERIALS,J OPTOELECTRON ADV M,ROMANIA,Yes,
JOURNAL OF ORAL & FACIAL PAIN AND HEADACHE,J ORAL FACIAL PAIN H,UNITED STATES,Yes,
JOURNAL OF ORAL AND MAXILLOFACIAL SURGERY,J ORAL MAXIL SURG,UNITED STATES,Yes,
JOURNAL OF ORAL IMPLANTOLOGY,J ORAL IMPLANTOL,UNITED STATES,Yes,
JOURNAL OF ORAL MICROBIOLOGY,J ORAL MICROBIOL,ENGLAND,Yes,
JOURNAL OF ORAL PATHOLOGY & MEDICINE,J ORAL PATHOL MED,DENMARK,Yes,
JOURNAL OF ORAL REHABILITATION,J ORAL REHABIL,DENMARK,Yes,
JOURNAL OF ORAL SCIENCE,J ORAL SCI,JAPAN,Yes,
JOURNAL OF ORGANIC CHEMISTRY,J ORG CHEM,UNITED STATES,Yes,
JOURNAL OF ORGANIZATIONAL AND END USER COMPUTING,J ORGAN END USER COM,UNITED STATES,Yes,Yes
JOURNAL OF ORGANIZATIONAL BEHAVIOR,J ORGAN BEHAV,ENGLAND,,Yes
JOURNAL OF ORGANIZATIONAL BEHAVIOR MANAGEMENT,J ORGAN BEHAV MANAGE,UNITED STATES,,Yes
JOURNAL OF ORGANIZATIONAL CHANGE MANAGEMENT,J ORGAN CHANGE MANAG,ENGLAND,,Yes
JOURNAL OF ORGANIZATIONAL COMPUTING AND ELECTRONIC COMMERCE,J ORG COMP ELECT COM,UNITED STATES,Yes,
JOURNAL OF ORGANOMETALLIC CHEMISTRY,J ORGANOMET CHEM,SWITZERLAND,Yes,
JOURNAL OF ORNITHOLOGY,J ORNITHOL,GERMANY,Yes,
JOURNAL OF OROFACIAL ORTHOPEDICS-FORTSCHRITTE DER KIEFERORTHOPADIE,J OROFAC ORTHOP,GERMANY,Yes,
JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,J ORTHOP SPORT PHYS,UNITED STATES,Yes,
JOURNAL OF ORTHOPAEDIC RESEARCH,J ORTHOP RES,UNITED STATES,Yes,
JOURNAL OF ORTHOPAEDIC SCIENCE,J ORTHOP SCI,NETHERLANDS,Yes,
JOURNAL OF ORTHOPAEDIC SURGERY,J ORTHOP SURG-HONG K,ENGLAND,Yes,
JOURNAL OF ORTHOPAEDIC SURGERY AND RESEARCH,J ORTHOP SURG RES,ENGLAND,Yes,
JOURNAL OF ORTHOPAEDIC TRANSLATION,J ORTHOP TRANSL,NETHERLANDS,Yes,
JOURNAL OF ORTHOPAEDIC TRAUMA,J ORTHOP TRAUMA,UNITED STATES,Yes,
JOURNAL OF ORTHOPAEDICS AND TRAUMATOLOGY,J ORTHOP TRAUMATOL,ITALY,Yes,
JOURNAL OF OTOLARYNGOLOGY-HEAD & NECK SURGERY,J OTOLARYNGOL-HEAD N,CANADA,Yes,
JOURNAL OF OUTDOOR RECREATION AND TOURISM-RESEARCH PLANNING AND MANAGEMENT,J OUTDOOR REC TOUR,NETHERLANDS,,Yes
JOURNAL OF OVARIAN RESEARCH,J OVARIAN RES,ENGLAND,Yes,
JOURNAL OF OVONIC RESEARCH,J OVONIC RES,ROMANIA,Yes,
JOURNAL OF PACIFIC RIM PSYCHOLOGY,J PAC RIM PSYCHOL,AUSTRALIA,,Yes
JOURNAL OF PAEDIATRICS AND CHILD HEALTH,J PAEDIATR CHILD H,AUSTRALIA,Yes,
JOURNAL OF PAIN,J PAIN,UNITED STATES,Yes,
JOURNAL OF PAIN AND SYMPTOM MANAGEMENT,J PAIN SYMPTOM MANAG,UNITED STATES,Yes,
JOURNAL OF PAIN RESEARCH,J PAIN RES,ENGLAND,Yes,
JOURNAL OF PALAEOGEOGRAPHY-ENGLISH,J PALAEOGEOG-ENGLISH,PEOPLES R CHINA,Yes,
JOURNAL OF PALEOLIMNOLOGY,J PALEOLIMNOL,NETHERLANDS,Yes,
JOURNAL OF PALEONTOLOGY,J PALEONTOL,UNITED STATES,Yes,
JOURNAL OF PALESTINE STUDIES,J PALESTINE STUD,UNITED STATES,,Yes
JOURNAL OF PALLIATIVE CARE,J PALLIAT CARE,CANADA,Yes,Yes
JOURNAL OF PALLIATIVE MEDICINE,J PALLIAT MED,UNITED STATES,Yes,
JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING,J PARALLEL DISTR COM,UNITED STATES,Yes,
JOURNAL OF PARASITOLOGY,J PARASITOL,UNITED STATES,Yes,
JOURNAL OF PARENTERAL AND ENTERAL NUTRITION,JPEN-PARENTER ENTER,UNITED STATES,Yes,
JOURNAL OF PARKINSONS DISEASE,J PARKINSON DIS,NETHERLANDS,Yes,
JOURNAL OF PATHOLOGY,J PATHOL,ENGLAND,Yes,
JOURNAL OF PATHOLOGY CLINICAL RESEARCH,J PATHOL CLIN RES,ENGLAND,Yes,
JOURNAL OF PATIENT SAFETY,J PATIENT SAF,UNITED STATES,Yes,Yes
JOURNAL OF PEACE RESEARCH,J PEACE RES,NORWAY,,Yes
JOURNAL OF PEASANT STUDIES,J PEASANT STUD,ENGLAND,,Yes
